participant_id,start_date,end_date,batch,duration,qualtrics_duration,dg_a_transfer,dg_a_moral,dg_a1_moral,dg_a2_moral,dg_a_chosen_moral,tg_c_moral,tg_a_moral,believe_real,dgtg_payoff,total_bonus,tg_payoff,tg_a_return,tg_c_keep,tg_c_transfer_x3,tg_c_transfer,tg_total,tg_partner_choice,dg_payoff,dg_a2_transfer,dg_a_gen_transfer,dg_a1_transfer,dg_total,participant_role,partner_choice,public_private,unique_group_id,group_id,observability,dg_a_chosen_transfer,dg_a_gen_transfer_ratio,dg_a_transfer_ratio,dg_a1_transfer_ratio,dg_a2_transfer_ratio,dg_a_chosen_transfer_ratio,tg_c_transfer_ratio,tg_a_return_ratio
1,2023-04-24T20:49:00Z,2023-04-24T20:55:00Z,1,6,336,NA,NA,NA,0,NA,NA,NA,Yes,2,2.6,NA,NA,NA,NA,NA,2,A1,2,0,0,NA,2,A2,yes,public,20230424_2_yes_public,2,1,NA,0,NA,NA,0,NA,NA,NA
2,2023-04-24T20:49:00Z,2023-04-24T20:55:00Z,1,6,332,NA,NA,100,0,NA,NA,NA,Yes,0.5,1.1,NA,NA,NA,NA,NA,2,NA,0.5,0,NA,0.5,2,B,yes,public,20230424_2_yes_public,2,1,NA,NA,NA,0.25,0,NA,NA,NA
3,2023-04-24T20:49:00Z,2023-04-24T20:56:00Z,1,7,397,1,82,NA,NA,82,82,NA,Yes,3,3.6,2,1,1,3,1,2,NA,1,NA,1,NA,2,A,no,private,20230424_4_no_private,4,0,1,0.5,0.5,NA,NA,0.5,0.5,1
4,2023-04-24T20:50:00Z,2023-04-24T20:56:00Z,1,6,387,1,72,NA,NA,72,47,NA,Yes,7,7.6,6,0,0,6,2,2,NA,1,NA,1,NA,2,A,no,private,20230424_1_no_private,1,0,1,0.5,0.5,NA,NA,0.5,1,0
5,2023-04-24T20:50:00Z,2023-04-24T20:54:00Z,1,4,285,1,77,NA,NA,77,NA,NA,Yes,1,1.6,NA,NA,NA,NA,NA,2,NA,1,NA,1,NA,2,B,no,private,20230424_1_no_private,1,0,1,0.5,0.5,NA,NA,0.5,NA,NA
6,2023-04-24T20:50:00Z,2023-04-24T20:57:00Z,1,7,404,1,100,NA,NA,100,100,0,No,0,0.6,0,0,NA,6,2,2,NA,0,NA,1,NA,2,C,no,private,20230424_1_no_private,1,0,1,0.5,0.5,NA,NA,0.5,1,0
7,2023-04-24T20:50:00Z,2023-04-24T21:03:00Z,1,13,802,NA,NA,78,NA,NA,NA,NA,No,1.75,2.35,NA,NA,NA,NA,NA,2,A2,1.75,NA,0.25,0.25,2,A1,yes,private,20230424_1_yes_private,1,0,NA,0.125,NA,0.125,NA,NA,NA,NA
8,2023-04-24T20:50:00Z,2023-04-24T21:00:00Z,1,10,616,NA,NA,NA,86,86,75,NA,Yes,4,4.6,3,3,0,6,2,2,A2,1,1,1,NA,2,A2,yes,private,20230424_1_yes_private,1,0,1,0.5,NA,NA,0.5,0.5,1,1.5
9,2023-04-24T20:50:00Z,2023-04-24T20:56:00Z,1,6,349,NA,NA,28,66,NA,NA,NA,Yes,1.25,1.85,NA,NA,NA,NA,NA,2,NA,1.25,1,NA,0.25,2,B,yes,private,20230424_1_yes_private,1,0,NA,NA,NA,0.125,0.5,NA,NA,NA
10,2023-04-24T20:50:00Z,2023-04-24T20:56:00Z,1,6,387,NA,NA,64,100,100,82,100,Yes,3,3.6,3,3,NA,6,2,2,A2,0,1,NA,0.25,2,C,yes,private,20230424_1_yes_private,1,0,1,NA,NA,0.125,0.5,0.5,1,1.5
11,2023-04-24T20:50:00Z,2023-04-24T20:55:00Z,1,5,349,1,77,NA,NA,77,50,NA,Yes,1,1.6,0,NA,2,0,0,2,NA,1,NA,1,NA,2,A,no,public,20230424_2_no_public,2,1,1,0.5,0.5,NA,NA,0.5,0,NA
12,2023-04-24T20:50:00Z,2023-04-24T20:54:00Z,1,4,264,1,100,NA,NA,100,NA,NA,Yes,1,1.6,NA,NA,NA,NA,NA,2,NA,1,NA,1,NA,2,B,no,public,20230424_2_no_public,2,1,1,0.5,0.5,NA,NA,0.5,NA,NA
13,2023-04-24T20:50:00Z,2023-04-24T20:56:00Z,1,6,368,1,80,NA,NA,80,52,71,Yes,2,2.6,2,NA,NA,0,0,2,NA,0,NA,1,NA,2,C,no,public,20230424_2_no_public,2,1,1,0.5,0.5,NA,NA,0.5,0,NA
14,2023-04-24T20:50:00Z,2023-04-24T20:56:00Z,1,6,362,NA,NA,33,NA,33,50,NA,No,1.5,2.1,0,NA,2,0,0,2,A1,1.5,NA,0.5,0.5,2,A1,yes,public,20230424_2_yes_public,2,1,0.5,0.25,NA,0.25,NA,0.25,0,NA
15,2023-04-24T20:50:00Z,2023-04-24T20:56:00Z,1,6,390,NA,NA,38,38,38,52,50,No,2,2.6,2,NA,NA,0,0,2,A1,0,0,NA,0.5,2,C,yes,public,20230424_2_yes_public,2,1,0.5,NA,NA,0.25,0,0.25,0,NA
16,2023-04-24T20:50:00Z,2023-04-24T20:57:00Z,1,7,450,1,68,NA,NA,68,50,NA,Yes,4.6,5.199999999999999,3.6,0,0.8,3.6,1.2,2,NA,1,NA,1,NA,2,A,no,public,20230424_3_no_public,3,1,1,0.5,0.5,NA,NA,0.5,0.6,0
17,2023-04-24T20:50:00Z,2023-04-24T20:57:00Z,1,7,452,1,88,NA,NA,88,NA,NA,Yes,1,1.6,NA,NA,NA,NA,NA,2,NA,1,NA,1,NA,2,B,no,public,20230424_3_no_public,3,1,1,0.5,0.5,NA,NA,0.5,NA,NA
18,2023-04-24T20:50:00Z,2023-04-24T20:58:00Z,1,8,513,1,70,NA,NA,70,53,0,No,0.8,1.4,0.8,0,NA,3.6,1.2,2,NA,0,NA,1,NA,2,C,no,public,20230424_3_no_public,3,1,1,0.5,0.5,NA,NA,0.5,0.6,0
19,2023-04-24T20:50:00Z,2023-04-24T20:59:00Z,1,9,571,NA,NA,50,NA,50,100,NA,Yes,3,3.6,3,3,0,6,2,2,A1,0,NA,2,2,2,A1,yes,public,20230424_3_yes_public,3,1,2,1,NA,1,NA,1,1,1.5
20,2023-04-24T20:50:00Z,2023-04-24T20:57:00Z,1,7,459,NA,NA,NA,100,NA,NA,NA,No,1,1.6,NA,NA,NA,NA,NA,2,A1,1,1,1,NA,2,A2,yes,public,20230424_3_yes_public,3,1,NA,0.5,NA,NA,0.5,NA,NA,NA
21,2023-04-24T20:50:00Z,2023-04-24T20:56:00Z,1,6,365,NA,NA,100,88,NA,NA,NA,Yes,3,3.6,NA,NA,NA,NA,NA,2,NA,3,1,NA,2,2,B,yes,public,20230424_3_yes_public,3,1,NA,NA,NA,1,0.5,NA,NA,NA
22,2023-04-24T20:50:00Z,2023-04-24T20:58:00Z,1,8,519,NA,NA,100,25,100,100,84,Yes,3,3.6,3,3,NA,6,2,2,A1,0,1,NA,2,2,C,yes,public,20230424_3_yes_public,3,1,2,NA,NA,1,0.5,1,1,1.5
23,2023-04-24T20:50:00Z,2023-04-24T20:55:00Z,1,5,336,1,88,NA,NA,88,NA,NA,Yes,1,1.6,NA,NA,NA,NA,NA,2,NA,1,NA,1,NA,2,B,no,private,20230424_4_no_private,4,0,1,0.5,0.5,NA,NA,0.5,NA,NA
24,2023-04-24T20:50:00Z,2023-04-24T20:57:00Z,1,7,430,1,90,NA,NA,90,82,36,No,2,2.6,2,1,NA,3,1,2,NA,0,NA,1,NA,2,C,no,private,20230424_4_no_private,4,0,1,0.5,0.5,NA,NA,0.5,0.5,1
25,2023-04-24T20:50:00Z,2023-04-24T21:00:00Z,1,10,606,NA,NA,100,NA,100,0,NA,Yes,6,6.6,6,0,0,6,2,2,A1,0,NA,2,2,2,A1,yes,private,20230424_4_yes_private,4,0,2,1,NA,1,NA,1,1,0
26,2023-04-24T20:50:00Z,2023-04-24T21:00:00Z,1,10,597,NA,NA,89,6,NA,NA,NA,Yes,2.5,3.1,NA,NA,NA,NA,NA,2,NA,2.5,0.5,NA,2,2,B,yes,private,20230424_4_yes_private,4,0,NA,NA,NA,1,0.25,NA,NA,NA
27,2023-04-24T20:50:00Z,2023-04-24T20:59:00Z,1,9,595,NA,NA,39,50,39,57,39,No,0,0.6,0,0,NA,6,2,2,A1,0,0.5,NA,2,2,C,yes,private,20230424_4_yes_private,4,0,2,NA,NA,1,0.25,1,1,0
28,2023-04-24T20:50:00Z,2023-04-24T21:00:00Z,1,10,575,1,89,NA,NA,89,100,NA,Yes,4,4.6,3,3,0,6,2,2,NA,1,NA,1,NA,2,A,no,public,20230424_5_no_public,5,1,1,0.5,0.5,NA,NA,0.5,1,1.5
29,2023-04-24T20:50:00Z,2023-04-24T20:59:00Z,1,9,535,1,62,NA,NA,62,50,50,Yes,3,3.6,3,3,NA,6,2,2,NA,0,NA,1,NA,2,C,no,public,20230424_5_no_public,5,1,1,0.5,0.5,NA,NA,0.5,1,1.5
30,2023-04-24T20:50:00Z,2023-04-24T21:00:00Z,1,10,614,NA,NA,88,NA,88,73,NA,Yes,2,2.6,2,1,1,3,1,2,A1,0,NA,2,2,2,A1,yes,public,20230424_5_yes_public,5,1,2,1,NA,1,NA,1,0.5,1
31,2023-04-24T20:50:00Z,2023-04-24T20:58:00Z,1,8,498,NA,NA,NA,84,NA,NA,NA,No,0,0.6,NA,NA,NA,NA,NA,2,A1,0,2,2,NA,2,A2,yes,public,20230424_5_yes_public,5,1,NA,1,NA,NA,1,NA,NA,NA
32,2023-04-24T20:50:00Z,2023-04-24T21:00:00Z,1,10,614,NA,NA,100,100,100,100,100,Yes,2,2.6,2,1,NA,3,1,2,A1,0,2,NA,2,2,C,yes,public,20230424_5_yes_public,5,1,2,NA,NA,1,1,1,0.5,1
33,2023-04-24T20:50:00Z,2023-04-24T21:05:00Z,1,15,936,1,85,NA,NA,85,84,NA,Yes,4,4.6,3,3,0,6,2,2,NA,1,NA,1,NA,2,A,no,private,20230424_6_no_private,6,0,1,0.5,0.5,NA,NA,0.5,1,1.5
34,2023-04-24T20:50:00Z,2023-04-24T21:04:00Z,1,14,821,1,65,NA,NA,65,NA,NA,Yes,1,1.6,NA,NA,NA,NA,NA,2,NA,1,NA,1,NA,2,B,no,private,20230424_6_no_private,6,0,1,0.5,0.5,NA,NA,0.5,NA,NA
35,2023-04-24T20:50:00Z,2023-04-24T21:07:00Z,1,17,1031,1,100,NA,NA,100,100,100,Yes,3,3.6,3,3,NA,6,2,2,NA,0,NA,1,NA,2,C,no,private,20230424_6_no_private,6,0,1,0.5,0.5,NA,NA,0.5,1,1.5
36,2023-04-24T20:50:00Z,2023-04-24T21:05:00Z,1,15,916,NA,NA,NA,48,48,83,NA,Yes,3,3.6,3,3,0,6,2,2,A2,0,2,2,NA,2,A2,yes,private,20230424_6_yes_private,6,0,2,1,NA,NA,1,1,1,1.5
37,2023-04-24T20:50:00Z,2023-04-24T21:03:00Z,1,13,785,NA,NA,49,50,NA,NA,NA,Yes,2.25,2.85,NA,NA,NA,NA,NA,2,NA,2.25,2,NA,0.25,2,B,yes,private,20230424_6_yes_private,6,0,NA,NA,NA,0.125,1,NA,NA,NA
38,2023-04-24T20:50:00Z,2023-04-24T21:10:00Z,1,20,1217,2,100,NA,NA,100,0,NA,Yes,6,6.6,6,0,0,6,2,2,NA,0,NA,2,NA,2,A,no,public,20230424_7_no_public,7,1,2,1,1,NA,NA,1,1,0
39,2023-04-24T20:50:00Z,2023-04-24T21:11:00Z,1,21,1210,2,100,NA,NA,100,NA,NA,Yes,2,2.6,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,B,no,public,20230424_7_no_public,7,1,2,1,1,NA,NA,1,NA,NA
40,2023-04-24T20:50:00Z,2023-04-24T21:11:00Z,1,21,1287,2,85,NA,NA,85,96,0,No,0,0.6,0,0,NA,6,2,2,NA,0,NA,2,NA,2,C,no,public,20230424_7_no_public,7,1,2,1,1,NA,NA,1,1,0
41,2023-04-24T20:50:00Z,2023-04-24T21:06:00Z,1,16,957,NA,NA,46,NA,NA,NA,NA,No,2,2.6,NA,NA,NA,NA,NA,2,A2,2,NA,0,0,2,A1,yes,public,20230424_7_yes_public,7,1,NA,0,NA,0,NA,NA,NA,NA
42,2023-04-24T20:50:00Z,2023-04-24T21:06:00Z,1,16,985,NA,NA,NA,36,36,88,NA,Yes,2,2.6,0,NA,2,0,0,2,A2,2,0,0,NA,2,A2,yes,public,20230424_7_yes_public,7,1,0,0,NA,NA,0,0,0,NA
43,2023-04-24T20:51:00Z,2023-04-24T20:58:00Z,1,7,380,NA,NA,NA,50,NA,NA,NA,Yes,1.5,2.1,NA,NA,NA,NA,NA,2,A1,1.5,0.5,0.5,NA,2,A2,yes,private,20230424_4_yes_private,4,0,NA,0.25,NA,NA,0.25,NA,NA,NA
44,2023-04-24T20:51:00Z,2023-04-24T21:03:00Z,1,12,726,NA,NA,52,65,65,100,100,Yes,3,3.6,3,3,NA,6,2,2,A2,0,2,NA,0.25,2,C,yes,private,20230424_6_yes_private,6,0,2,NA,NA,0.125,1,1,1,1.5
45,2023-04-24T20:52:00Z,2023-04-24T20:57:00Z,1,5,342,NA,NA,100,100,NA,NA,NA,Yes,4,4.6,NA,NA,NA,NA,NA,2,NA,4,2,NA,2,2,B,yes,public,20230424_5_yes_public,5,1,NA,NA,NA,1,1,NA,NA,NA
46,2023-04-24T20:53:00Z,2023-04-24T20:57:00Z,1,4,250,1,50,NA,NA,50,NA,NA,No,1,1.6,NA,NA,NA,NA,NA,2,NA,1,NA,1,NA,2,B,no,public,20230424_5_no_public,5,1,1,0.5,0.5,NA,NA,0.5,NA,NA
47,2023-04-24T20:53:00Z,2023-04-24T21:05:00Z,1,12,685,NA,NA,11,50,50,3,50,Yes,2,2.6,2,NA,NA,0,0,2,A2,0,0,NA,0,2,C,yes,public,20230424_7_yes_public,7,1,0,NA,NA,0,0,0,0,NA
48,2023-04-24T20:54:00Z,2023-04-24T21:05:00Z,1,11,686,NA,NA,0,0,NA,NA,NA,Yes,0,0.6,NA,NA,NA,NA,NA,2,NA,0,0,NA,0,2,B,yes,public,20230424_7_yes_public,7,1,NA,NA,NA,0,0,NA,NA,NA
49,2023-04-24T20:56:00Z,2023-04-24T21:04:00Z,1,8,465,NA,NA,52,NA,NA,NA,NA,Yes,1.75,2.35,NA,NA,NA,NA,NA,2,A2,1.75,NA,0.25,0.25,2,A1,yes,private,20230424_6_yes_private,6,0,NA,0.125,NA,0.125,NA,NA,NA,NA
50,2023-04-24T21:13:00Z,2023-04-24T21:23:00Z,1,10,590,1,100,NA,NA,100,NA,NA,Yes,1,1.6,NA,NA,NA,NA,NA,2,NA,1,NA,1,NA,2,B,no,public,20230424_9_no_public,9,1,1,0.5,0.5,NA,NA,0.5,NA,NA
51,2023-04-24T21:13:00Z,2023-04-24T21:25:00Z,1,12,719,1,93,NA,NA,93,64,100,Yes,3,3.6,3,2,NA,3,1,2,NA,0,NA,1,NA,2,C,no,public,20230424_9_no_public,9,1,1,0.5,0.5,NA,NA,0.5,0.5,2
52,2023-04-24T21:13:00Z,2023-04-24T21:25:00Z,1,12,670,0,49,NA,NA,49,100,NA,Yes,2,2.6,0,NA,2,0,0,2,NA,2,NA,0,NA,2,A,no,private,20230424_10_no_private,10,0,0,0,0,NA,NA,0,0,NA
53,2023-04-24T21:13:00Z,2023-04-24T21:23:00Z,1,10,588,NA,NA,NA,50,NA,NA,NA,Yes,2,2.6,NA,NA,NA,NA,NA,2,A1,2,0,0,NA,2,A2,yes,private,20230424_10_yes_private,10,0,NA,0,NA,NA,0,NA,NA,NA
54,2023-04-24T21:13:00Z,2023-04-24T21:26:00Z,1,13,727,NA,NA,67,33,67,82,36,Yes,1.5,2.1,1.5,0.5,NA,3,1,2,A1,0,0,NA,0.5,2,C,yes,private,20230424_10_yes_private,10,0,0.5,NA,NA,0.25,0,0.25,0.5,0.5
55,2023-04-24T21:14:00Z,2023-04-24T21:28:00Z,1,14,831,1,100,NA,NA,100,100,NA,Yes,2,2.6,1,2,1,3,1,2,NA,1,NA,1,NA,2,A,no,public,20230424_9_no_public,9,1,1,0.5,0.5,NA,NA,0.5,0.5,2
56,2023-04-24T21:14:00Z,2023-04-24T21:22:00Z,1,8,502,0,0,NA,NA,0,NA,NA,Yes,0,0.6,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,2,B,no,private,20230424_10_no_private,10,0,0,0,0,NA,NA,0,NA,NA
57,2023-04-24T21:14:00Z,2023-04-24T21:33:00Z,1,19,1136,0,50,NA,NA,50,50,50,No,2,2.6,2,NA,NA,0,0,2,NA,0,NA,0,NA,2,C,no,private,20230424_10_no_private,10,0,0,0,0,NA,NA,0,0,NA
58,2023-04-24T21:14:00Z,2023-04-24T21:34:00Z,1,20,1221,NA,NA,59,NA,59,29,NA,Yes,4,4.6,2.5,0.5,1,3,1,2,A1,1.5,NA,0.5,0.5,2,A1,yes,private,20230424_10_yes_private,10,0,0.5,0.25,NA,0.25,NA,0.25,0.5,0.5
59,2023-04-24T21:18:00Z,2023-04-24T21:23:00Z,1,5,301,NA,NA,75,6,NA,NA,NA,Yes,0.5,1.1,NA,NA,NA,NA,NA,2,NA,0.5,0,NA,0.5,2,B,yes,private,20230424_10_yes_private,10,0,NA,NA,NA,0.25,0,NA,NA,NA
60,2023-05-18T16:49:00Z,2023-05-18T17:00:00Z,2,11,661,NA,NA,12,93,93,100,0,No,0,0.6,0,0,NA,1.5,0.5,0.5,A2,0,0.5,NA,0,0.5,C,yes,public,20230518_8_yes_public,8,1,0.5,NA,NA,0,1,1,1,0
61,2023-05-18T16:49:00Z,2023-05-18T16:56:00Z,2,7,410,NA,NA,100,100,NA,NA,NA,Yes,0.5,1.1,NA,NA,NA,NA,NA,0.5,NA,0.5,0.25,NA,0.25,0.5,B,yes,private,20230518_9_yes_private,9,0,NA,NA,NA,0.5,0.5,NA,NA,NA
62,2023-05-18T16:49:00Z,2023-05-18T16:55:00Z,2,6,320,NA,NA,93,41,NA,NA,NA,Yes,0.4,1,NA,NA,NA,NA,NA,0.5,NA,0.4,0.15,NA,0.25,0.5,B,yes,private,20230518_10_yes_private,10,0,NA,NA,NA,0.5,0.3,NA,NA,NA
63,2023-05-18T16:49:00Z,2023-05-18T17:16:00Z,2,27,1607,0.25,68,NA,NA,68,68,73,Yes,0.5,1.1,0.5,NA,NA,0,0,0.5,NA,0,NA,0.25,NA,0.5,C,no,private,20230518_49_no_private,49,0,0.25,0.5,0.5,NA,NA,0.5,0,NA
64,2023-05-18T16:49:00Z,2023-05-18T17:23:00Z,2,34,2026,NA,NA,NA,51,NA,NA,NA,No,0,0.6,NA,NA,NA,NA,NA,0.5,A1,0,0.5,0.5,NA,0.5,A2,yes,public,20230518_50_yes_public,50,1,NA,1,NA,NA,1,NA,NA,NA
65,2023-05-18T16:50:00Z,2023-05-18T17:01:00Z,2,11,672,NA,NA,57,NA,NA,NA,NA,No,0.5,1.1,NA,NA,NA,NA,NA,0.5,A2,0.5,NA,0,0,0.5,A1,yes,public,20230518_8_yes_public,8,1,NA,0,NA,0,NA,NA,NA,NA
66,2023-05-18T16:50:00Z,2023-05-18T17:00:00Z,2,10,611,NA,NA,NA,73,73,26,66,No,1.5,2.1,1.5,0,0,1.5,0.5,0.5,A2,0,0.5,0.5,NA,0.5,A2,yes,public,20230518_8_yes_public,8,1,0.5,1,NA,NA,1,1,1,0
67,2023-05-18T16:50:00Z,2023-05-18T16:57:00Z,2,7,426,NA,NA,50,51,NA,NA,NA,Yes,0.5,1.1,NA,NA,NA,NA,NA,0.5,NA,0.5,0.5,NA,0,0.5,B,yes,public,20230518_8_yes_public,8,1,NA,NA,NA,0,1,NA,NA,NA
68,2023-05-18T16:50:00Z,2023-05-18T16:58:00Z,2,8,509,0.5,100,NA,NA,100,0,100,Yes,0,0.6,0,NA,0.5,0,0,0.5,NA,0,NA,0.5,NA,0.5,A,no,public,20230518_9_no_public,9,1,0.5,1,1,NA,NA,1,0,NA
69,2023-05-18T16:50:00Z,2023-05-18T16:56:00Z,2,6,382,0.5,86,NA,NA,86,NA,NA,Yes,0.5,1.1,NA,NA,NA,NA,NA,0.5,NA,0.5,NA,0.5,NA,0.5,B,no,public,20230518_9_no_public,9,1,0.5,1,1,NA,NA,1,NA,NA
70,2023-05-18T16:50:00Z,2023-05-18T16:58:00Z,2,8,475,0.5,80,NA,NA,80,57,51,Yes,0.5,1.1,0.5,NA,NA,0,0,0.5,NA,0,NA,0.5,NA,0.5,C,no,public,20230518_9_no_public,9,1,0.5,1,1,NA,NA,1,0,NA
71,2023-05-18T16:50:00Z,2023-05-18T16:56:00Z,2,6,392,NA,NA,100,NA,100,100,0,Yes,1.3,1.9,1.05,0,0.15,1.05,0.35,0.5,A1,0.25,NA,0.25,0.25,0.5,A1,yes,private,20230518_9_yes_private,9,0,0.25,0.5,NA,0.5,NA,0.5,0.7,0
72,2023-05-18T16:50:00Z,2023-05-18T16:57:00Z,2,7,418,NA,NA,NA,78,NA,NA,NA,Yes,0.25,0.85,NA,NA,NA,NA,NA,0.5,A1,0.25,0.25,0.25,NA,0.5,A2,yes,private,20230518_9_yes_private,9,0,NA,0.5,NA,NA,0.5,NA,NA,NA
73,2023-05-18T16:50:00Z,2023-05-18T16:57:00Z,2,7,422,NA,NA,52,54,52,71,11,Yes,0.15,0.75,0.15,0,NA,1.05,0.35,0.5,A1,0,0.25,NA,0.25,0.5,C,yes,private,20230518_9_yes_private,9,0,0.25,NA,NA,0.5,0.5,0.5,0.7,0
74,2023-05-18T16:50:00Z,2023-05-18T16:55:00Z,2,5,330,0,51,NA,NA,51,51,85,Yes,0.5,1.1,0,NA,0.5,0,0,0.5,NA,0.5,NA,0,NA,0.5,A,no,public,20230518_10_no_public,10,1,0,0,0,NA,NA,0,0,NA
75,2023-05-18T16:50:00Z,2023-05-18T16:55:00Z,2,5,317,0,0,NA,NA,0,NA,NA,No,0,0.6,NA,NA,NA,NA,NA,0.5,NA,0,NA,0,NA,0.5,B,no,public,20230518_10_no_public,10,1,0,0,0,NA,NA,0,NA,NA
76,2023-05-18T16:50:00Z,2023-05-18T16:56:00Z,2,6,368,0,54,NA,NA,54,60,49,Yes,0.5,1.1,0.5,NA,NA,0,0,0.5,NA,0,NA,0,NA,0.5,C,no,public,20230518_10_no_public,10,1,0,0,0,NA,NA,0,0,NA
77,2023-05-18T16:50:00Z,2023-05-18T16:56:00Z,2,6,365,NA,NA,51,NA,51,51,51,Yes,1,1.6,0.75,0.75,0,1.5,0.5,0.5,A1,0.25,NA,0.25,0.25,0.5,A1,yes,private,20230518_10_yes_private,10,0,0.25,0.5,NA,0.5,NA,0.5,1,1.5
78,2023-05-18T16:50:00Z,2023-05-18T16:56:00Z,2,6,323,NA,NA,NA,51,NA,NA,NA,No,0.35,0.95,NA,NA,NA,NA,NA,0.5,A1,0.35,0.15,0.15,NA,0.5,A2,yes,private,20230518_10_yes_private,10,0,NA,0.3,NA,NA,0.3,NA,NA,NA
79,2023-05-18T16:50:00Z,2023-05-18T16:57:00Z,2,7,397,NA,NA,59,55,59,73,61,Yes,0.75,1.35,0.75,0.75,NA,1.5,0.5,0.5,A1,0,0.15,NA,0.25,0.5,C,yes,private,20230518_10_yes_private,10,0,0.25,NA,NA,0.5,0.3,0.5,1,1.5
80,2023-05-18T16:50:00Z,2023-05-18T16:57:00Z,2,7,407,0.25,89,NA,NA,89,85,86,Yes,0.75,1.35,0.5,0.25,0.25,0.75,0.25,0.5,NA,0.25,NA,0.25,NA,0.5,A,no,private,20230518_11_no_private,11,0,0.25,0.5,0.5,NA,NA,0.5,0.5,1
81,2023-05-18T16:50:00Z,2023-05-18T16:55:00Z,2,5,280,0.25,100,NA,NA,100,NA,NA,Yes,0.25,0.85,NA,NA,NA,NA,NA,0.5,NA,0.25,NA,0.25,NA,0.5,B,no,private,20230518_11_no_private,11,0,0.25,0.5,0.5,NA,NA,0.5,NA,NA
82,2023-05-18T16:50:00Z,2023-05-18T16:57:00Z,2,7,402,0.25,69,NA,NA,69,73,43,Yes,0.5,1.1,0.5,0.25,NA,0.75,0.25,0.5,NA,0,NA,0.25,NA,0.5,C,no,private,20230518_11_no_private,11,0,0.25,0.5,0.5,NA,NA,0.5,0.5,1
83,2023-05-18T16:50:00Z,2023-05-18T16:55:00Z,2,5,323,NA,NA,48,NA,NA,NA,NA,Yes,0.25,0.85,NA,NA,NA,NA,NA,0.5,A2,0.25,NA,0.25,0.25,0.5,A1,yes,public,20230518_11_yes_public,11,1,NA,0.5,NA,0.5,NA,NA,NA,NA
84,2023-05-18T16:50:00Z,2023-05-18T16:56:00Z,2,6,381,NA,NA,NA,71,71,50,60,Yes,0.85,1.45,0.6,0.15,0.25,0.75,0.25,0.5,A2,0.25,0.25,0.25,NA,0.5,A2,yes,public,20230518_11_yes_public,11,1,0.25,0.5,NA,NA,0.5,0.5,0.5,0.6
85,2023-05-18T16:50:00Z,2023-05-18T16:57:00Z,2,7,401,NA,NA,72,72,NA,NA,NA,Yes,0.5,1.1,NA,NA,NA,NA,NA,0.5,NA,0.5,0.25,NA,0.25,0.5,B,yes,public,20230518_11_yes_public,11,1,NA,NA,NA,0.5,0.5,NA,NA,NA
86,2023-05-18T16:50:00Z,2023-05-18T16:56:00Z,2,6,385,NA,NA,51,51,51,51,46,Yes,0.4,1,0.4,0.15,NA,0.75,0.25,0.5,A2,0,0.25,NA,0.25,0.5,C,yes,public,20230518_11_yes_public,11,1,0.25,NA,NA,0.5,0.5,0.5,0.5,0.6
87,2023-05-18T16:50:00Z,2023-05-18T16:55:00Z,2,5,316,0.1,36,NA,NA,36,0,52,Yes,0.4,1,0,NA,0.5,0,0,0.5,NA,0.4,NA,0.1,NA,0.5,A,no,private,20230518_12_no_private,12,0,0.1,0.2,0.2,NA,NA,0.2,0,NA
